EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label
102417,61.118,11.85,28.983,155.555,0.479,119.404,3.708,0.978,50.409,220.743,1.909,1.227,0.434,22.124,-2.028,0.645,42.231,-1.722,-0.284,97.603,-0.099,481.142,2,112.861,-1.7009999999999998,-2.639,43.527,-2.18,1.81,156.388,0.0834140312717,b
102418,103.55,80.266,81.895,6.711,-999.0,-999.0,-999.0,2.639,6.711,84.346,1.63,-1.329,-999.0,32.076,-1.879,0.5660000000000001,52.269,-2.421,-2.017,31.998,1.511,147.921,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,2.13632683506,b
102419,114.849,2.841,76.118,130.231,4.73,637.724,-5.462999999999999,1.415,8.693999999999999,242.921,0.635,1.06,0.823,73.127,-0.918,-1.528,46.452,-0.685,-2.923,47.422,-2.863,311.325,2,74.117,2.725,0.963,49.226000000000006,-2.005,0.616,123.342,0.00150270483101,s
102420,50.974,61.383,41.834,35.035,-999.0,-999.0,-999.0,1.327,35.035,64.098,1.672,-1.3030000000000002,-999.0,23.993,-2.196,3.053,40.105,-1.171,2.21,25.804,-0.32299999999999995,152.34799999999996,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.28676737569,b
102421,222.702,2.257,102.092,94.885,-999.0,-999.0,-999.0,3.5410000000000004,22.884,140.546,1.006,0.677,-999.0,33.871,-1.737,0.952,34.065,0.198,-2.014,94.219,-2.0540000000000003,249.325,1,72.61,1.053,1.213,-999.0,-999.0,-999.0,72.61,2.44767728189,b
102422,133.254,66.036,79.874,48.152,0.672,94.541,1.399,2.878,26.89,174.355,0.878,1.385,0.529,41.34,0.909,-2.064,36.286,1.4980000000000002,1.403,35.961,-2.574,237.648,2,53.36,1.5659999999999998,1.942,43.369,0.893,-0.353,96.729,0.00150187015894,s
102423,98.71,71.969,73.044,34.308,-999.0,-999.0,-999.0,2.974,34.308,71.508,1.178,1.371,-999.0,32.836,-1.358,-2.351,38.672,-1.846,0.583,35.625,-2.063,200.299,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.018636116672,s
102424,-999.0,58.953,68.984,117.967,0.7390000000000001,108.374,0.925,1.742,2.685,223.83,2.06,0.109,0.002,25.449,-1.6869999999999998,1.73,52.418,-0.112,0.987,71.735,-0.016,255.268,2,81.07300000000002,-1.4,-1.956,64.89,-0.6609999999999999,2.998,145.963,0.7440562472300001,b
102425,95.967,32.495,68.968,32.271,-999.0,-999.0,-999.0,3.047,4.513,106.128,1.729,1.414,-999.0,26.121,1.028,1.414,45.174,1.221,-1.828,18.151,-3.035,203.774,1,34.833,-1.231,0.772,-999.0,-999.0,-999.0,34.833,0.018636116672,s
102426,120.583,9.205,89.54700000000003,155.668,5.21,915.945,-6.172999999999999,1.3030000000000002,5.9060000000000015,303.735,0.634,1.241,0.994,87.945,-1.768,-0.942,55.739,-0.986,0.101,32.427,-0.116,291.961,2,122.332,1.822,2.873,37.718,-3.388,2.1830000000000003,160.05,0.00150270483101,s
102427,135.101,45.37300000000001,104.142,38.315,-999.0,-999.0,-999.0,2.652,38.315,106.455,0.465,-1.414,-999.0,72.688,-1.103,2.7110000000000003,33.766,-0.23,0.207,23.219,-1.682,165.762,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.00150270483101,s
102428,71.779,45.94300000000001,54.66,46.05,-999.0,-999.0,-999.0,1.918,1.819,100.043,1.412,-0.29600000000000004,-999.0,21.631,0.848,1.262,30.548,-0.905,0.482,31.67,-1.179,162.774,1,47.864,1.841,-3.025,-999.0,-999.0,-999.0,47.864,2.51563548487,b
102429,140.267,65.58,87.26799999999999,9.964,-999.0,-999.0,-999.0,3.4810000000000003,9.964,63.977,1.727,-1.393,-999.0,23.462,0.057,1.581,40.515,1.824,-1.4169999999999998,27.205,2.039,131.678,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,5.79184723505,b
102430,139.64700000000002,7.398,98.259,41.057,4.4110000000000005,927.248,-4.775,2.763,1.8,299.5,1.261,1.279,0.7759999999999999,41.977,0.076,-1.557,52.938,0.812,2.063,18.413,2.3,388.22,2,118.756,-2.503,0.096,85.829,1.908,-2.8080000000000003,204.585,0.00150270483101,s
102431,180.442,53.173,148.621,57.791,1.625,121.451,8.235,2.785,81.809,174.205,0.682,-1.291,0.68,48.783,0.243,-0.723,33.273,-2.478,-1.314,21.381,1.988,205.015,2,57.985,-2.17,-0.728,34.164,-3.795,2.488,92.149,2.55892403487,b
102432,99.914,90.501,77.975,3.354,-999.0,-999.0,-999.0,2.519,3.354,84.475,2.134,-1.34,-999.0,26.957,-1.761,2.24,57.518,-2.375,-0.203,37.669,-2.872,264.024,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.97949877226,b
102433,-999.0,96.776,88.411,1.957,-999.0,-999.0,-999.0,2.396,1.957,92.045,1.635,-1.376,-999.0,34.926,0.236,-0.033,57.119,1.014,-2.299,45.835,1.505,61.416,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.19469886155,b
102434,126.513,67.416,95.108,12.026,-999.0,-999.0,-999.0,3.249,32.055,115.341,1.561,-1.404,-999.0,28.746,-0.657,-1.913,44.869,0.932,0.921,29.311,-2.9760000000000004,193.824,1,41.726000000000006,3.197,-0.868,-999.0,-999.0,-999.0,41.726000000000006,5.517461882359999,b
102435,-999.0,107.147,107.642,61.466,-999.0,-999.0,-999.0,2.1790000000000003,37.276,164.74599999999995,0.7090000000000001,-1.25,-999.0,71.789,1.5219999999999998,-0.836,50.929,1.3159999999999998,1.3330000000000002,57.637,-2.108,175.90599999999995,1,42.027,0.031,2.729,-999.0,-999.0,-999.0,42.027,1.79374102885,b
102436,89.07799999999997,19.837,64.87899999999999,70.81,0.042,112.518,1.197,1.656,2.116,219.196,0.723,1.344,0.0,51.185,-0.966,-0.5329999999999999,37.009,-1.325,-2.149,9.141,-1.01,275.206,2,82.04799999999999,-1.074,2.61,48.95399999999999,-1.115,0.465,131.001,1.4548484726800002,b
102437,117.62,23.324,79.807,31.446,3.4210000000000003,421.429,1.909,2.772,1.567,223.043,0.6559999999999999,1.391,0.8270000000000001,45.992,0.563,0.153,30.176,1.454,2.778,6.707000000000002,0.856,238.68400000000003,2,81.77199999999998,0.488,-1.463,65.10300000000001,3.909,2.03,146.875,0.00150270483101,s
102438,110.682,13.434,84.885,117.177,-999.0,-999.0,-999.0,1.881,4.8660000000000005,233.307,3.475,1.233,-999.0,26.813,0.617,0.448,93.172,-0.117,2.1790000000000003,24.444000000000006,1.897,287.555,1,113.321,2.091,-1.224,-999.0,-999.0,-999.0,113.321,0.018636116672,s
102439,99.566,33.143,70.207,207.706,0.363,178.56599999999997,-0.019,0.905,22.254,418.983,0.7390000000000001,0.336,0.0,88.421,1.062,-2.8360000000000003,65.328,1.87,-2.43,69.555,-1.933,494.74,2,231.756,-0.064,0.6609999999999999,33.478,0.299,-2.102,265.23400000000004,0.911070918148,b
102440,100.68,33.397,77.578,41.683,-999.0,-999.0,-999.0,2.1630000000000003,2.424,116.609,1.133,-1.399,-999.0,34.16,1.68,-1.503,38.713,0.237,-3.115,9.139,0.983,137.02100000000002,1,43.736,1.055,0.7509999999999999,-999.0,-999.0,-999.0,43.736,1.68161144262,b
102441,84.51299999999998,51.206,67.544,24.173,-999.0,-999.0,-999.0,2.331,24.173,76.237,1.768,-1.185,-999.0,27.545,-0.374,-2.52,48.691,-0.197,-0.195,13.569,2.769,181.394,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.10068160729,b
102442,121.578,73.597,66.623,68.933,-999.0,-999.0,-999.0,2.521,0.628,133.497,0.7959999999999999,0.659,-999.0,35.639,-0.231,1.605,28.375,0.738,-2.35,52.789,1.421,129.155,1,69.483,0.943,-1.372,-999.0,-999.0,-999.0,69.483,0.00150270483101,s
102443,-999.0,79.361,74.73100000000002,30.296,-999.0,-999.0,-999.0,1.934,5.7860000000000005,113.364,1.338,-1.251,-999.0,33.087,-1.588,-2.8360000000000003,44.279,-0.2,-1.49,48.087,0.581,186.182,1,35.99800000000001,2.814,1.957,-999.0,-999.0,-999.0,35.99800000000001,2.34460781698,b
102444,160.89,81.858,137.286,170.53599999999997,1.43,217.271,-0.309,1.481,20.436,482.917,0.246,-1.307,0.08900000000000001,203.326,-0.341,0.815,49.973,-0.662,2.261,45.368,-1.953,508.383,2,188.729,1.165,-2.399,40.889,-0.265,0.053,229.617,0.7564800781659999,b
102445,-999.0,84.86200000000002,39.596,27.405,-999.0,-999.0,-999.0,1.556,27.405,48.257,1.3769999999999998,-0.8490000000000001,-999.0,20.3,2.014,-0.026,27.958,0.601,0.626,64.54899999999999,-2.418,136.82,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.25881392759,b
102446,118.874,71.872,67.415,3.958,-999.0,-999.0,-999.0,3.102,3.958,72.46300000000002,2.165,1.382,-999.0,22.893,0.925,-1.173,49.57,0.856,2.009,26.136,-1.246,71.484,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.80002692961,b
102447,100.611,0.958,53.278,130.205,0.486,91.461,0.318,1.551,0.64,217.643,1.045,0.768,0.006,30.461,-0.385,1.681,31.821,1.164,1.606,68.021,1.585,259.485,2,121.789,0.858,-1.783,33.572,0.371,-0.35200000000000004,155.361,0.07389912981499999,b
102448,-999.0,76.296,14.311,2.677,-999.0,-999.0,-999.0,0.5379999999999999,2.677,53.629,1.215,-1.411,-999.0,24.211,-1.942,1.722,29.418000000000006,-2.042,1.194,50.477,-1.664,81.958,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,4.35015489696,b
102449,93.566,0.085,65.575,327.332,1.182,270.79,-0.34600000000000003,0.568,40.869,623.059,1.392,1.006,0.0,96.609,-2.259,-2.0580000000000003,134.434,-1.705,-1.929,96.846,-1.93,764.898,3,308.185,0.652,1.426,53.566,-0.53,-0.486,392.016,0.0640607773058,b
102450,96.18,3.637,60.807,46.106,-999.0,-999.0,-999.0,2.415,46.106,64.516,0.99,1.14,-999.0,32.428000000000004,-0.354,-2.384,32.088,-0.631,1.5,30.442,1.616,137.281,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68161144262,b
102451,87.294,2.364,43.93600000000001,162.898,0.252,228.541,2.935,1.081,27.457,349.139,0.991,0.958,0.0,42.68600000000001,1.883,0.138,42.286,2.103,1.197,96.256,1.234,385.087,2,148.05700000000004,1.844,-1.226,116.109,1.592,3.005,264.166,1.4548484726800002,b
102452,-999.0,69.08800000000001,78.291,3.112,-999.0,-999.0,-999.0,2.24,3.112,86.176,1.07,-1.413,-999.0,41.631,1.244,0.17600000000000002,44.545,0.935,2.395,35.366,-1.776,122.197,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,4.2888309198500005,b
102453,80.736,29.328000000000007,54.813,35.872,-999.0,-999.0,-999.0,2.431,0.916,92.58,1.225,-1.127,-999.0,25.075,-2.055,2.302,30.717,-1.3430000000000002,-1.656,34.981,-0.7290000000000001,115.186,1,36.787,-3.555,1.76,-999.0,-999.0,-999.0,36.787,2.07191632361,b
102454,73.199,22.818,55.904,45.337,-999.0,-999.0,-999.0,3.028,45.337,49.856,1.115,1.404,-999.0,23.571,0.023,1.017,26.285,-0.993,-2.414,38.011,3.131,94.808,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68161144262,b
102455,190.44,146.782,123.403,43.048,-999.0,-999.0,-999.0,2.6,6.334,186.312,3.0410000000000004,-0.381,-999.0,36.719,-2.397,0.317,111.668,-2.394,-2.283,48.68899999999999,0.6659999999999999,196.206,1,37.925,1.036,1.669,-999.0,-999.0,-999.0,37.925,0.018636116672,s
102456,108.955,81.156,85.075,101.232,-999.0,-999.0,-999.0,1.938,41.408,152.227,3.131,0.093,-999.0,21.839,-2.157,-1.789,68.38,-0.305,-1.217,45.158,-2.854,354.905,1,62.008,-0.388,1.16,-999.0,-999.0,-999.0,62.008,6.396810533380001,b
102457,-999.0,82.031,95.62,1.053,-999.0,-999.0,-999.0,2.029,1.053,115.155,0.599,-1.37,-999.0,72.002,-1.345,0.522,43.152,-1.025,-1.482,65.679,3.042,85.56700000000002,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,3.90414437882,b
102458,124.124,80.48899999999998,71.727,0.55,-999.0,-999.0,-999.0,2.908,0.55,77.83,2.193,-1.332,-999.0,24.372,0.423,-1.216,53.458,0.382,2.1590000000000003,30.609,-0.78,37.25,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.80763495855,b
102459,62.222,70.363,48.431,31.329,-999.0,-999.0,-999.0,1.842,31.329,60.885,1.435,-0.7709999999999999,-999.0,24.999,2.151,-2.463,35.886,1.75,-0.665,34.819,2.6710000000000003,127.679,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.05454171758,b
102460,-999.0,96.127,137.705,27.885,-999.0,-999.0,-999.0,2.35,27.885,106.947,0.67,-1.404,-999.0,64.024,1.827,-2.1630000000000003,42.923,-0.182,-0.943,60.871,1.504,204.854,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.3085751926,b
102461,-999.0,112.466,71.002,0.664,-999.0,-999.0,-999.0,2.251,0.664,87.008,2.639,-1.285,-999.0,23.908,1.494,0.387,63.1,1.144,-1.837,51.79,1.6669999999999998,32.401,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.99952804759,b
102462,140.437,93.365,100.083,14.659,-999.0,-999.0,-999.0,3.0460000000000003,14.659,99.196,1.633,0.617,-999.0,37.675,-0.993,0.747,61.522,-1.57,-2.545,35.535,0.708,161.592,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.13900692304,b
102463,104.18,82.713,87.601,79.988,-999.0,-999.0,-999.0,2.275,4.199,201.334,4.162,-1.398,-999.0,23.491,1.185,0.634,97.77,0.93,2.894,31.133000000000006,-1.694,130.05700000000002,1,80.07300000000002,0.35700000000000004,-0.034,-999.0,-999.0,-999.0,80.07300000000002,2.25788861392,b
102464,67.281,82.056,57.934,20.488000000000003,-999.0,-999.0,-999.0,1.909,20.488000000000003,74.62100000000002,1.957,-1.132,-999.0,25.239,-1.17,-1.693,49.383,-1.399,2.695,34.257,-0.306,83.149,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,4.7506487144400005,b
102465,131.976,78.009,59.61,294.538,0.417,102.721,-0.019,0.917,5.606,438.274,0.919,1.159,0.0,69.752,-0.155,2.199,64.125,-0.436,3.072,176.31,2.321,543.614,2,167.765,-0.053,-0.933,136.632,0.364,-0.455,304.397,0.00150187015894,s
102466,127.481,73.283,78.027,60.981,-999.0,-999.0,-999.0,2.61,23.682,159.65,0.743,0.281,-999.0,43.292,1.254,-2.681,32.165,0.377,-0.223,43.581,-2.95,199.157,1,84.193,0.397,0.67,-999.0,-999.0,-999.0,84.193,0.307169523947,b
102467,94.194,12.529000000000002,70.194,22.933000000000003,-999.0,-999.0,-999.0,2.887,22.933000000000003,70.15100000000001,0.861,-1.272,-999.0,37.695,0.8190000000000001,-1.106,32.457,0.504,1.763,29.153,2.173,78.821,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
102468,-999.0,97.003,47.313,0.358,-999.0,-999.0,-999.0,1.656,0.358,69.572,2.26,-1.3159999999999998,-999.0,21.342,1.26,2.036,48.23,1.321,-2.592,51.019,0.127,33.802,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,4.82992196418,b
102469,153.304,91.364,82.329,87.446,-999.0,-999.0,-999.0,2.324,3.985,173.41299999999995,0.933,1.009,-999.0,44.653,-2.016,-2.2230000000000003,41.668,-1.391,1.822,62.069,-2.23,247.468,1,87.09200000000001,-1.376,0.485,-999.0,-999.0,-999.0,87.09200000000001,0.018636116672,s
102470,101.159,68.077,67.074,2.861,-999.0,-999.0,-999.0,2.7110000000000003,2.861,70.508,1.858,-1.3230000000000002,-999.0,24.669,1.783,1.899,45.839,1.35,-1.7080000000000002,25.961,1.108,80.146,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.77975304611,b
102471,123.399,39.128,85.007,28.467,-999.0,-999.0,-999.0,3.181,28.467,84.046,0.653,-1.414,-999.0,50.831,1.281,0.254,33.215,1.804,-2.883,15.635,1.335,94.712,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00150270483101,s
102472,75.49600000000002,45.127,34.556999999999995,288.868,0.866,166.805,2.8,0.627,119.407,613.882,3.363,1.404,0.001,30.517,-0.489,1.786,102.637,-0.535,1.16,161.857,1.5119999999999998,746.846,3,189.564,-2.161,-1.196,139.195,-1.295,-1.555,480.727,0.0834140312717,b
102473,113.681,63.547,63.84,16.331,-999.0,-999.0,-999.0,2.84,22.462,105.123,1.7080000000000002,1.115,-999.0,24.691,1.132,-2.278,42.174,1.185,1.166,24.66,-2.32,167.301,1,38.259,-1.54,0.076,-999.0,-999.0,-999.0,38.259,0.018636116672,s
102474,-999.0,76.743,36.323,59.708,0.55,138.95,4.854,1.124,87.719,208.689,1.903,-0.14800000000000002,0.025,22.41,0.619,1.255,42.635,1.6909999999999998,0.915,50.316,-1.038,126.725,2,86.867,2.495,-0.5379999999999999,56.777,1.945,-2.9810000000000003,143.644,2.3559197772,b
102475,124.383,72.336,65.815,71.133,4.766,929.456,-5.638,2.173,2.964,248.329,1.556,1.279,0.6829999999999999,29.759,-1.154,-1.798,46.313,-1.268,2.315,45.471,-2.153,261.171,2,98.525,-2.181,-0.337,73.732,2.585,2.032,172.257,0.00150270483101,s
102476,234.998,24.545,170.02700000000004,69.262,0.412,45.666,10.931,3.794,33.082,250.104,2.37,1.408,0.0,31.745,-1.642,-2.23,75.247,0.6629999999999999,1.038,27.075,1.589,334.023,3,64.76899999999999,-3.519,-2.035,42.885,-3.107,-1.359,143.112,0.789461385504,b
102477,94.752,6.182,28.949,251.617,3.835,674.127,-3.665,0.921,26.88,355.6740000000001,0.662,1.109,0.995,39.94,-0.384,-2.476,26.424,-0.244,2.897,196.725,2.983,455.617,3,206.072,-2.025,-0.262,48.165,1.809,1.016,289.309,0.307169523947,b
102478,-999.0,65.62899999999999,93.823,6.319,-999.0,-999.0,-999.0,2.949,6.319,60.476000000000006,1.238,-1.41,-999.0,27.018,-1.341,-0.887,33.458,0.835,1.104,39.384,-2.9210000000000003,101.483,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,5.83451197005,b
102479,122.253,33.221,67.442,135.183,5.245,1075.722,-6.377999999999999,1.676,1.246,263.54900000000004,0.8009999999999999,1.41,0.982,45.355,-1.474,-0.438,36.309,-0.348,-1.68,68.57,-1.001,278.371,2,137.701,1.916,1.827,44.183,-3.329,-2.639,181.884,0.00150270483101,s
102480,212.322,26.535,144.806,39.316,-999.0,-999.0,-999.0,2.807,39.316,121.226,0.7070000000000001,-0.746,-999.0,70.999,-0.578,-2.885,50.227,0.841,-0.463,41.536,0.126,206.19,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.7440562472300001,b
102481,115.141,67.359,85.28200000000002,89.84100000000002,-999.0,-999.0,-999.0,2.519,0.924,198.717,3.71,1.414,-999.0,23.186,-0.023,0.8420000000000001,86.012,0.133,-1.672,35.24800000000001,-0.355,202.417,1,89.51899999999998,4.0939999999999985,2.02,-999.0,-999.0,-999.0,89.51899999999998,2.22518682968,b
102482,-999.0,81.53,40.09,58.652,-999.0,-999.0,-999.0,1.1740000000000002,26.409,131.634,1.809,-0.272,-999.0,24.459,-1.907,1.664,44.255,-0.846,2.167,54.083,-2.146,227.938,1,62.919,-0.562,0.16399999999999998,-999.0,-999.0,-999.0,62.919,5.167174079990001,b
102483,-999.0,74.93,86.19200000000002,8.636000000000001,-999.0,-999.0,-999.0,2.403,8.636000000000001,69.976,1.204,-1.391,-999.0,31.745,-1.589,2.701,38.231,0.172,-1.947,40.54,0.57,137.894,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,5.42630193171,b
102484,127.519,20.459,78.994,32.194,-999.0,-999.0,-999.0,2.294,32.194,95.79,0.382,-0.621,-999.0,69.32300000000001,1.268,-1.652,26.467,0.931,2.362,37.604,1.702,140.093,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
102485,104.076,68.297,96.187,3.932,-999.0,-999.0,-999.0,2.7260000000000004,3.932,75.666,1.205,-1.413,-999.0,34.322,-1.146,-0.557,41.344,0.502,-2.729,36.931,1.4280000000000002,114.572,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,5.32571972466,b
102486,-999.0,144.95600000000005,44.328,134.186,0.031,357.6690000000001,0.001,0.762,40.133,532.828,2.375,-0.057,0.0,36.947,0.241,-2.318,87.73899999999998,0.968,-2.547,98.022,1.942,598.712,3,199.246,0.026,-1.357,171.95,0.056,1.248,408.141,0.358539992008,b
102487,-999.0,106.539,40.73,1.402,-999.0,-999.0,-999.0,1.11,1.402,78.027,1.364,-1.404,-999.0,33.01,0.248,-0.57,45.017,0.399,0.53,66.758,-3.089,109.088,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,4.4444236442800005,b
102488,151.885,14.196,82.98899999999998,118.66,0.5579999999999999,47.24800000000001,2.314,2.2880000000000003,43.785,264.122,1.412,0.642,0.221,37.962,1.569,-1.969,53.602,1.889,2.048,90.753,1.844,381.037,3,93.557,1.268,-0.557,41.985,1.825,-0.935,172.558,0.00150270483101,s
102489,154.683,43.802,110.822,2.108,-999.0,-999.0,-999.0,3.031,2.108,111.331,1.173,-1.41,-999.0,51.229,1.021,2.398,60.102,0.994,-0.633,8.734,3.105,96.714,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
102490,-999.0,78.374,29.921,1.912,-999.0,-999.0,-999.0,1.171,1.912,55.849,1.661,-1.357,-999.0,20.99,0.028,1.725,34.859,0.06,2.895,45.804,-0.64,90.576,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.59098899844,b
102491,125.712,38.557,85.141,1.445,-999.0,-999.0,-999.0,3.596,1.445,54.557,1.536,-1.393,-999.0,21.512,1.686,-2.702,33.046,-0.409,0.659,11.826,-2.037,98.705,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68161144262,b
102492,100.003,25.364,58.33,104.741,0.44,45.429,0.058,1.764,27.091,203.299,1.142,1.364,0.0,34.554,2.215,-2.624,39.459,1.721,-0.93,56.24800000000001,-1.476,202.308,2,99.127,-0.106,1.574,30.158,-0.546,2.256,129.285,0.358539992008,b
102493,118.196,19.508,82.446,84.70700000000002,-999.0,-999.0,-999.0,2.195,28.204,125.111,0.993,0.942,-999.0,32.068000000000005,0.8420000000000001,-1.091,31.857,-1.251,-1.754,25.459,-1.055,166.363,1,61.18600000000001,-3.768,2.045,-999.0,-999.0,-999.0,61.18600000000001,0.018636116672,s
102494,-999.0,73.99600000000002,24.256,3.431,-999.0,-999.0,-999.0,0.949,3.431,50.619,1.321,-1.401,-999.0,21.813,-0.579,-2.607,28.807,0.236,-3.095,48.45,0.325,64.207,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.7116758261800005,b
102495,172.90599999999995,83.95299999999997,131.149,9.361,-999.0,-999.0,-999.0,3.026,9.361,110.332,1.5590000000000002,-1.335,-999.0,43.12,-0.684,2.278,67.212,-2.035,-0.43,27.011,3.057,252.131,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,5.28992346076,b
102496,142.219,7.237999999999999,94.636,35.29400000000001,-999.0,-999.0,-999.0,3.063,14.916,123.59,1.215,-1.219,-999.0,40.857,-0.349,1.795,49.64,0.3,-1.495,26.585,-1.295,194.424,1,33.093,2.539,2.061,-999.0,-999.0,-999.0,33.093,0.018636116672,s
102497,-999.0,100.97,28.432,29.576,-999.0,-999.0,-999.0,0.812,29.576,75.806,2.531,-0.948,-999.0,21.468000000000004,1.142,0.304,54.337,0.35600000000000004,0.099,47.46,-2.827,86.221,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.35173985629,b
102498,88.117,4.8,61.414,119.881,2.11,683.465,-0.391,1.272,26.759,531.3009999999998,0.435,0.687,0.085,69.771,0.37,-1.418,30.364,-0.8059999999999999,-0.936,24.758000000000006,-0.7609999999999999,547.756,2,246.607,1.905,1.414,184.56,-0.205,-2.123,431.166,0.307169523947,b
102499,145.72,78.494,117.424,0.496,-999.0,-999.0,-999.0,3.3280000000000003,0.496,73.83800000000002,1.945,-1.35,-999.0,25.071,0.312,1.07,48.767,-1.954,-1.368,33.779,2.289,170.47400000000005,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,6.404616429830001,b
102500,79.20100000000002,18.143,44.544,61.885,3.327,403.489,-2.128,2.297,1.024,204.351,1.234,1.3530000000000002,0.974,21.111,-1.167,2.225,26.04,-0.53,0.018000000000000002,40.984,0.581,211.232,2,105.447,-2.462,-2.077,51.754,0.8640000000000001,1.492,157.2,0.00150270483101,s
102501,127.623,5.776,80.65100000000002,44.661,3.571,460.393,-2.659,3.112,3.425,234.347,1.119,1.389,0.695,37.019,0.14300000000000002,-2.551,41.40600000000001,-0.349,0.522,39.833,0.379,310.301,2,99.478,2.512,-2.762,56.44300000000001,-1.058,0.359,155.922,0.00150270483101,s
102502,163.39700000000005,10.347,127.28,149.972,1.492,712.643,0.634,1.53,44.129,830.612,1.256,1.414,0.59,73.081,0.475,2.482,91.762,1.632,1.482,5.026,1.969,945.831,3,383.765,1.837,-1.231,196.025,0.345,1.796,665.7689999999999,0.0640607773058,b
102503,114.117,49.474,83.189,63.484,4.79,619.295,-3.087,2.0380000000000003,65.64,245.777,1.023,1.085,0.999,48.227,-1.459,1.003,49.328,-1.569,3.0380000000000003,18.085,1.086,343.64,3,63.593,0.767,-0.6559999999999999,49.137,-4.023,2.12,148.222,0.00150270483101,s
102504,136.627,49.363,111.355,62.662,-999.0,-999.0,-999.0,1.913,2.2030000000000003,198.296,0.7929999999999999,-1.262,-999.0,76.505,-0.5920000000000001,-0.753,60.682,-0.61,1.159,20.24,2.722,221.193,1,61.109,-2.627,-2.982,-999.0,-999.0,-999.0,61.109,0.018636116672,s
102505,81.82300000000002,9.16,59.00100000000001,125.963,5.226,797.813,-6.621,1.42,62.511,241.668,3.609,1.411,0.42,20.361,0.616,-1.954,73.492,1.979,-2.352,33.486,-2.167,229.069,3,62.476000000000006,2.1590000000000003,-0.263,54.71100000000001,-3.067,1.291,147.814,1.25397026331,b
102506,78.977,31.213,55.951,3.557,-999.0,-999.0,-999.0,3.013,3.557,51.32899999999999,1.348,-1.3530000000000002,-999.0,21.865,-1.087,-0.13699999999999998,29.464,-0.155,-3.002,8.445,0.431,88.71,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.018636116672,s
